Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,a2012,T,,,,,9x18,klein,breit,,,Gs,Kt,,,,,H2,gr,Par3b,,Crucifixion (after Nicola Pisano),iBdK,,,,,,2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,a2012,B,,,,,9x18,klein,breit,,,Gs,Kt,,,,,H2,gr,Par3b,,Crucifixion (after Nicola Pisano),iBdK,,,,,,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,a2012,zT,B,T,,,9x18,klein,breit,,,Gs,Kt,,,,,H2,gr,Par3b,,Crucifixion (after Nicola Pisano),iBdK,,,,,,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,a2005,B,,,,,9x18,klein,breit,,,Gs,Kt,,,,,H1,gr,Par3b,,Cristo in legno,iBdK,,,,,,2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,a2016,zT,B,G,,,30x20,klein,hoch,,,Gs,mF,O,,,,H2,gr,Par3b,jun,Jongleur,iBdK,,,,,,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,a2012,zT,B,T,,,21x17,klein,hoch,,,Gs,mF,Tie,O,,,H2,b,Par3b,,Finestra ,iBdK,,,,,Zk,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,a2023,G,,,,,28x30,mittel,breit,Schü,,U,,,,,Ca,H2,cf,,,Capriccio multicolore,iBdK,,,,,,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,a2012,zT,B,T,,,16x20,klein,breit,,,Gs,P,Kt,,,,H1,gr,Par3b,,Pietà,iBdK,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,a2017,Mt,Dd,G,Fal,,15x21,klein,breit,,,Gs,Mw,,,,,H1,gr,Par3b,fis,Venus - Neptun,iBdK,,,,,,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,a2007,zT,B,,,,14x18,klein,breit,,,Gs,mF,L ,,,,H3,bw,Par3b,,Krieger,iBdK,,,,,Zk,2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,a2016,zT,B,G,,,16x23,klein,breit,,,U,,,,,,H2,gr,Par3b,,kleiner Merowinger,iBdK,,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,a2010,zT,B,T,,,12x24,klein,breit,,,UoG,Mw,O,,,,H2,gr,Par3b,,Kreuz ,iBdK,,,,,,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,a2011,Mt,B,Ks,Sc,,21x30,klein,breit,Gi,,UnG,Tie,,,,,H1,gr,Par3b,zwi,Dreiklang (mit Tierkopf),iBdK,,,,,,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,a2013,B,,,,,15x11,klein,hoch,,,Gs,P,,,,,H1,gr,Par3a,,preghiera,iBdK,,,,,,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,a2012,B,,,,,21x24,klein,breit,,,Gs,AP,,,,,H2,gr,Par3a,sko,Kreuzigung (nach Matthias Grünewald),iBdK,,,,,Zk,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,a2012,zT,B,Fs,,,21x30,klein,breit,,,Gs,FigG,O,Tie,,,H2,gr,Par3a,,nach Matthias Grünewalds «Kreuzigung»,iBdK,,,,,,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,a2009,B,,,,,11x15,klein,breit,,,Gs,Kt,,,,,H2,gr,Par3a,,aus Matthias Grünewalds «Kreuzigung»,iBdK,,,,,Rk,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,a2009,zT,Dd,B,Ks,,14x18,klein,breit,,,UnG,Kt,Sch,,,,H1,gr,Par3a,zwi,frei nach Grünewalds «Kreuzigung»,iBdK,,,,,,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,a2009,zT,Dd,T,Ks,,15x21,klein,breit,,,UoG,Kt,,,,,H2,gr,Par3a,was,frei nach Grünewalds «Kreuzigung»,iBdK,,,,,,2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,a2009,zT,Dd,T,,,15x21,klein,breit,,,UnG,Kt,,,,,H1,gr,Par3a,,frei nach Grünewalds «Kreuzigung»,iBdK,,,,,,2212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,a2010,zT,B,Dd,,,21x30,klein,breit,,,UnG,AP,FigG,,,,H2,bw,Par3a,,after a Triptic with Entombment and the Resurection by the Master of Flémalle,iBdK,,,,,,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,a2012,zT,B,T,,,21x30,klein,breit,Lwi,,Gs,AP,FigG,,,,H2,gr,Par3a,sko,nach der «Pietà von Villeneuve-lès-Avignon»,iBdK,,,,,,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,a2010,B,,,,,13x20,klein,breit,,,UoG,O,,,,,H2,gr,Par3a,zwi,from «Incidents in the Life of Saint Benedict and the Death of Saint Benedict» by Lorenzo Monaco,iBdK,,,,,,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,a2016,B,,,,,21x15,klein,hoch,,,Gs,FigG,,,,,H2,gr,Par3a,,Sacra Conversazione (nach Giovanni Bellini),iBdK,,,,,vK,2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,a2010,zT,B,T,,,11x15,klein,breit,,,UoG,FigG,,,,,H3,bw,Par3a,ste,The Circumsision,iBdK,,,,,,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,a2016,zT,B,T,,,17x21,klein,breit,,,UoG,FigG,,,,,H3,gr,Par3a,,Darbringung Chrsiti im Tempel (nach Giovanni Bellini),iBdK,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,a2010,Mt,B,T,Fs,,21x30,klein,breit,,,U,,,,,,H4,gr,Par3a,,«The Agony in the Garden» by Andrea Mantegna,iBdK,,,,,hK,2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,a2009,B, ,,,,21x30,klein,breit,,,U,,,,,,H3,gr,Par3a,sko,nach Rogier van der Weyden: «The Lamentation of Christ»,iBdK,,,,,,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,a2002,zT,B,T ,,,15x21,klein,breit,,,UnG,mF,Tie,,,,H4,gr,Par4,,nach NMD «Die Bekehrung des Saulus»,iBdK,,,,,,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,a2002,Mt,B,T,Lk,,15x21,klein,breit,,,UnG,mF,Tie,,,,H4,gr,Par4,,nach NMD «Die Bekehrung des Saulus»,,,,,,,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,a2002,Mt,B,T,Lk,,17x21,klein,breit,,,UnG,mF,Tie,,,,H4,gr,Par4,,nach NMD «Die Bekehrung des Saulus»,,,,,,,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,a2002,zT,B,T,,,17x21,klein,breit,,,UnG,mF,Tie,,,,H4,gr,Par4,,nach NMD «Die Bekehrung des Saulus»,,,,,,,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,a2002,zT,B,T ,,,17x21,klein,breit,,,UnG,mF,Tie,,,,H4,gr,Par4,,nach NMD «Die Bekehrung des Saulus»,,,,,,,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,a2008,zT,B,Dd,,,20x28,klein,breit,,,UnG,Kt,BiB,,,,H2,gr,Par4,,nach Gerard Davids «Taufe Christi»,,,,,,Zk,2226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,a2012,B,,,,,21x30,klein,breit,,,Gs,P,Ri,Ri,,,H1,gr,Par4,sko,nach Bellinis «Pietà»,,,,,,,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,a2012,zT,B,T,,,21x30,klein,breit,,,Gs,P,Sb,Ri,,,H2,gr,Par4,sko,nach Bellinis «Pietà»,,,,,,,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,a2012,B, ,,,,21x30,klein,breit,,,Gs,AP,Ri,,,,H1,gr,Par4,sko,Pietà (nach Bellini),,,,,,,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,a2007,zT,B,Dd,,,15x18,klein,breit,Lwi,,UnG,O,Mw,,,,H2,gr,Par4,,römisches Capriccio (Villa Farnesina),,,,,,,2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,a2007,Mt,B,Dd,G,,20x27,klein,breit,,,UnG,P,P,BiB,,,H2,gr,Par4,,2 Figuren (nach Raffael),,,,,,,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,a2001,zT,Dd,Fa,,,11x15,klein,breit,Lwi,,UnG,Mw,,,,,H2,m,Par4,,Satyr (nach Francesco Primaticcio),,,,,,dK,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,a2001,Mt,Dd,B,Opl,,9x11,klein,breit,,,UnG,Mw,,,,,H3,b,Par4,,Satyr (nach Francesco Primaticcio),,,,,,ddK,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,a2001,zT,Dd,Fa,,,11x17,klein,breit,,,UnG,Mw,,,,,H2,cf,Par4,sch,Satyr (nach Francesco Primaticcio),,,,,,,2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,a2002,Mt,Dd,T,G,,11x17,klein,breit,,,UnG,Mw,,,,,H3,b,Par4,,Satyr (nach Francesco Primaticcio),,,,,,,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,a2001,Mt,Dd,Fa,T ,,11x19,klein,breit,Lwi,,UnG,Mw,,,,,H4,cf,Par4,,Satyr (nach Francesco Primaticcio),,,,,,,2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,a2002,Mt,Dd,Fa,B,,14x21,klein,breit,Lwi,,UnG,Mw,Sch,,,,H2,cf,Par4,,Satyr (nach Francesco Primaticcio),,,,,,,2237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,a2001,Mt,Dd,Fa,T,G,15x21,klein,breit,,,UnG,Mw,,,,,H3,cf,Par4,,Satyr (nach Francesco Primaticcio),,,,,,,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,a2014,zT,B,T,,,20x28,klein,breit,,,U,,,,,,H2,gr,Par4,,The Brazen Serpent (after Peter Paul Rubens),,,,,,,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,a2015,B,,,,,20x21,klein,breit,,,Gs,FigG,AP,,,,H1,gr,Par4,was,An Allegory with Venus and Cupid,,,,,,,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,a2015,B,,,,,19x30,klein,breit,,,Gs,P,AP,,,,H1,gr,Par4,,Die zwei Schächer,,,,,,Rk,2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,a2015,zT,B,Dd,,,17x30,klein,breit,,,Gs,P,BiB,AP,,,H2,gr,Par4,,Paare,,,,,,,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,a2003,B,,,,,11x17,klein,breit,,,Gs,Mw,AP,,,,H2,gr,Par4,,nach Caravaggio: Amor als Sieger,,,,,,,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,a2012,Mt,B,T,Fs,Ks,15x21,klein,breit,,,Gs,Mw,Kt,Tie,,,H2,gr,ParT,zwi,An Allegory of Prudence (after Titian and workshop),,,,,,,2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,a2014,Mt,B,Dd,Ko,,20x28,klein,breit,Lwi,,U,BiB,,,,,H3,gr,ParT,,d'après «LA MISE AU TOMBEAU» du Titien,,,,,,,2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,a2006,Mt,B,T,G,,15x21,klein,breit,,,Gs,FigG,AP,,,,H3,gr,ParT,sti,nach Tizians «BACCHANAL»,,,,,,,2246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,a2016,G,,,,,23x31,mittel,breit,,,Gs,Ma,,,,,H3,b,Kr10a,,die Klagen der Mauer,,,,,,Zk,2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,a2010,zT,B,T,,,20x25,klein,breit,Lwi,,Gs,FigG,AP,Pf,,,H2,gr,ParT,,Bacchus and Ariadne (after Titian),,,,,,,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,a2010,Mt,B,T,Fa,,18x20,klein,breit,,,UoG,P,,,,,H3,gr,ParT,,nach Titians «Bacchus und Ariadne»,,,,,,,2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,a2010,zT,B,T,,,18x21,klein,breit,Lwi,,UoG,P,P,,,,H2,gr,ParT,waa,nach Titians «Bacchus und Ariadne»,,,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,a2010,zT,Fs,T,,,15x21,klein,breit,Lwi,,UoG,FigG,FigG,,,,H3,gr,ParT,,Bacchus and Ariadne (after Titian),,,,,,dK,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,a2010,B,,,,,20x21,klein,breit,,,UoG,FigG,Pf,,,,H2,gr,Par4,,The Triumph of Pan (after Poussin),,,,,,,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,a2010,Fs,,,,,15x21,klein,breit,,,UoG,mF,,,,,H2,bw,ParT,,nach Tizians «Bacchus und Ariadne»,,,,,,,2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,a2017,B,,,,,17x18,klein,breit,,,Gs,,Ri,O,,,H3,gr,Par4,,Pietà (nach el Greco),,,,,,,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,a2009,zT,B,Fa,,,21x30,klein,breit,,,Gs,Tie,mF,Sch,O,,H1,gr,Par4,,nach Giovan Francesco Caroto «St. John the Evangelist on Patmos»,"Rebekka Gerber, Basel",PB,,,,,2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,a2010,zT,B,Fal,,,21x15,klein,hoch,,,U,,,,,,H2,b,Par4,,nach Tintorettos «Saint George and the Dragon»,,,,,,,2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,a2012,B,,,,,11x15,klein,breit,,,Gs,P,AP,,,,H3,gr,ParT,sko,Kain und Abel (nach Titian),,,,,,,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,a2009,zT,B,Fs,,,21x30,klein,breit,Lwi,,Gs,Ar,,,,,H2,gr,Par4,,nach Pieter Bruegel de Oude «De toren van Babel» (Kürzestversion),,,,,,,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,a2010,zT,B,G,,,17x24,klein,breit,,,Gs,FigG,Pf,AP,,,H2,gr,Par4,,Diana und Acteon (nach Jan Brueghel d.Ä. und Jacob de Backer),,,,,,,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,a2010,zT,B,G,,,17x24,klein,breit,Lst,,Gs,FigG,Pf,,AP,,H2,gr,Par4,,Diana und Acteon (nach Jan Brueghel d.Ä. und Jacob de Backer),,,,,,,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,a2010,B,,,,,17x24,klein,breit,,,Gs,FigG,AP,,,,H2,gr,ParT,,nach Tizians «Diana im Bade von Actaeon überrascht»,,,,,,,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,a2009,B,,,,,15x21,klein,breit,,,Gs,P,,,,,H2,gr,Par4,,nach Hans Baldung Grien: «Pyramus und Thisbe»,,,,,,,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,a2017,B,,,,,14x17,klein,breit,,,UnG,P,AP,,,,H2,gr,Par4,,Danaé (d'après le Tintoret),,,,,,,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,a2016,B,,,,,17x21,klein,breit,,,UoG,P,L,AP,,,H2,gr,ParT,,Nymphe und Schäfer (nach Tizian),,,,,,,2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,a2016,Mt,B,Fa,Fs,,21x30,klein,breit,,,UnG,FigG,,,,,H2,gr,Par4,,"«Allegoria con varie figure, tra cui la Fortuna e la Morte» (nach Leonardo da Vinci)",,,,,,,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
