Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,path,thumb,TitelEinfach,Techniken,Motiven,Darstellungsformen
1482,1991,zT,B,G,,,29x38,mittel,breit,Lwi,,U,,,,,,H4,gr,,fis,,iBdK,,,,,,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1482.jpg,images/WV_ab 1405/thumb/1482.jpg,,zT B G  ,   ,Lwi 
1483,1991,zT,B,G,,,29x38,mittel,breit,Lwi,,U,,,,,,H4,gr,,,,iBdK,,,,,ROk,1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1483.jpg,images/WV_ab 1405/thumb/1483.jpg,,zT B G  ,   ,Lwi 
1484,1991,zT,B,G,,,33x42,mittel,breit,Lwi,,U,,,,,,H4,gr,,,,iBdK,,,,,,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1484.jpg,images/WV_ab 1405/thumb/1484.jpg,,zT B G  ,   ,Lwi 
1485,1991,B,,,,,29x38,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1485.jpg,images/WV_ab 1405/thumb/1485.jpg,,B    ,   ,Lwi 
1486,1993,Mt,B,T,Fa,,29x38,mittel,breit,Lwi,,U,,,,,,H4,gr  ,,,,iBdK,,,,,,1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1486.jpg,images/WV_ab 1405/thumb/1486.jpg,,Mt B T Fa ,   ,Lwi 
1487,1991,zT,B,T,,,28x38,mittel,breit,Lwi,,U,,,,,,H4,gr,,,,iBdK,,,,,,1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1487.jpg,images/WV_ab 1405/thumb/1487.jpg,,zT B T  ,   ,Lwi 
1488,1991,B,,,,,34x46,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1488.jpg,images/WV_ab 1405/thumb/1488.jpg,,B    ,   ,Lwi 
1489,1991,B,,,,,43x54,mittel,breit,Lwi,,U,,,,,,H4,bw,,,,iBdK,,,,,Rok,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1489.jpg,images/WV_ab 1405/thumb/1489.jpg,,B    ,   ,Lwi 
1490,1991,B,,,,,32x43,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1490.jpg,images/WV_ab 1405/thumb/1490.jpg,,B    ,   ,Lwi 
1491,1991,B,,,,,33x42,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1491.jpg,images/WV_ab 1405/thumb/1491.jpg,,B    ,   ,Lwi 
1492,1991,B,,,,,29x39,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1492.jpg,images/WV_ab 1405/thumb/1492.jpg,,B    ,   ,Lwi 
1493,1991,B,,,,,29x38,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1493.jpg,images/WV_ab 1405/thumb/1493.jpg,,B    ,   ,Lwi 
1494,1991,B,,,,,29x38,mittel,breit,Lwi,,U,,,,,,H3,bw,,,,iBdK,,,,,,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1494.jpg,images/WV_ab 1405/thumb/1494.jpg,,B    ,   ,Lwi 
1495,1991,zT,G,Pk,,,26x38,mittel,breit,RiK,,U,,,,,,H4,v,,kre,,iBdK,,,,,Rok,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1495.jpg,images/WV_ab 1405/thumb/1495.jpg,,zT G Pk  ,   ,RiK 
1496,1999,T,,,,,39x45,mittel,breit,,,Gs,A,,,,,H4,gr,,,,iBdK,,,,,,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1496.jpg,images/WV_ab 1405/thumb/1496.jpg,,T    ,A   , 
1497,2017,zT,B,T,,,36x48,mittel,breit,,,Gs,A,,,,,H2,gr,,kre,,iBdK,,,,,,1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1497.jpg,images/WV_ab 1405/thumb/1497.jpg,,zT B T  ,A   , 
1498,2008,B,,,,,25x50,mittel,breit,,,Gs,A,,,,,H1,bw,,,,iBdK,,,,,,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1498..jpg,images/WV_ab 1405/thumb/1498..jpg,,B    ,A   , 
1499,2008,B,,,,,35x50,mittel,breit,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1499.jpg,images/WV_ab 1405/thumb/1499.jpg,,B    ,A   , 
1500,2017,zT,B,T,,,42x59,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1500.jpg,images/WV_ab 1405/thumb/1500.jpg,,zT B T  ,A   , 
1501,2012,zT,B,G,,,50x65,mittel,breit,,,Gs,A,Sch,,,,H2,gr,,,,iBdK,,,,,,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1501.jpg,images/WV_ab 1405/thumb/1501.jpg,,zT B G  ,A Sch  , 
1502,1987,K,,,,,42x56,mittel,breit,Lwi,,Gs,L,,,,,H4,gr,,sko,,iBdK,,,,,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1502.jpg,images/WV_ab 1405/thumb/1502.jpg,,K    ,L   ,Lwi 
1503,1987,K,,,,,42x56,mittel,breit,Lwi,,Gs,L,,,,,H4,gr,,sko,,iBdK,,,,,,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1503.jpg,images/WV_ab 1405/thumb/1503.jpg,,K    ,L   ,Lwi 
1504,1987,K,,,,,42x56,mittel,breit,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,dK,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1504.jpg,images/WV_ab 1405/thumb/1504.jpg,,K    ,A   , 
1505,1987,K,,,,,42x56,mittel,breit,Lwi,,Gs,A,,,,,H3,gr  ,,,,iBdK,,,,,,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1505.jpg,images/WV_ab 1405/thumb/1505.jpg,,K    ,A   ,Lwi 
1506,2015,T,,,,,42x55,mittel,breit,,,Gs,A,P,,,,H5,bw,,,,iBdK,,,,,,1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1506.jpg,images/WV_ab 1405/thumb/1506.jpg,,T    ,A P  , 
1507,1996,T,,,,,23x80,mittel,breit,,,U,,,,,,H3,gr  ,,waa,Capriccio,iBdK,,,,,,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1507.jpg,images/WV_ab 1405/thumb/1507.jpg,capriccio,T    ,   , 
1508,1996,T,,,,,35x59,mittel,breit,,,U,,,,,,H2,gr,,,,iBdK,,,,,,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1508.jpg,images/WV_ab 1405/thumb/1508.jpg,,T    ,   , 
1509,1996,T,,,,,75x53,mittel,hoch,,,U,,,,,,H4,gr,,,,iBdK,,,,,,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1509.jpg,images/WV_ab 1405/thumb/1509.jpg,,T    ,   , 
1510,1996,T,,,,,50x66,mittel,breit,,,U,,,,,,H3,gr,,,,iBdK,,,,,,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1510.jpg,images/WV_ab 1405/thumb/1510.jpg,,T    ,   , 
1511,1996,T,,,,,43x57,mittel,breit,,,U,,,,,,H2,gr,,,,iBdK,,,,,,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1511.jpg,images/WV_ab 1405/thumb/1511.jpg,,T    ,   , 
1512,1996,T,,,,,39x53,mittel,breit,,,U,,,,,,H3,bw,,,,iBdK,,,,,,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1512.jpg,images/WV_ab 1405/thumb/1512.jpg,,T    ,   , 
1513,1996,T,,,,,39x53,mittel,breit,,,U,,,,,,H3,bw,,,,iBdK,,,,,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1513.jpg,images/WV_ab 1405/thumb/1513.jpg,,T    ,   , 
1514,1996,T,,,,,38x60,mittel,breit,,,U,,,,,,H3,gr,,,,iBdK,,,,,,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1514.jpg,images/WV_ab 1405/thumb/1514.jpg,,T    ,   , 
1515,1996,T,,,,,35x52,mittel,breit,,,U,,,,,,H3,bw,,,,iBdK,,,,,,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1515.jpg,images/WV_ab 1405/thumb/1515.jpg,,T    ,   , 
1516,1996,T,,,,,47x60,mittel,breit,,,U,,,,,,H3,gr,,,,iBdK,,,,,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1516.jpg,images/WV_ab 1405/thumb/1516.jpg,,T    ,   , 
1517,1996,T,,,,,62x45,mittel,hoch,,,U,,,,,,H4,gr,,,,iBdK,,,,,,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1517.jpg,images/WV_ab 1405/thumb/1517.jpg,,T    ,   , 
1518,1996,T,,,,,62x50,mittel,hoch,,,U,,,,,,H4,gr,,,,iBdK,,,,,,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1518.jpg,images/WV_ab 1405/thumb/1518.jpg,,T    ,   , 
1519,1996,T,,,,,64x66,mittel,breit,,,U,,,,,,H3,gr,,waa,,iBdK,,,,,,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1519.jpg,images/WV_ab 1405/thumb/1519.jpg,,T    ,   , 
1520,1991,zT,B,G,,,59x78,mittel,breit,Lwi,,U,,,,,,H3,gr  ,,fis,,iBdK,,,,,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1520.jpg,images/WV_ab 1405/thumb/1520.jpg,,zT B G  ,   ,Lwi 
1521,1991,zT,B,G,,,59x78,mittel,breit,Lwi,,U,,,,,,H4,gr,,kre,,iBdK,,,,,,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1521.jpg,images/WV_ab 1405/thumb/1521.jpg,,zT B G  ,   ,Lwi 
1522,1996,zT,G,Od,,,73x35,mittel,hoch,,,UnG,,,,,,H3,g,,,,iBdK,,,,,,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1522.jpg,images/WV_ab 1405/thumb/1522.jpg,,zT G Od  ,   , 
1523,1996,C,G,Od,,,82x39,mittel,hoch,,,U,,,,,,H4,g,,,,iBdK,,,,,,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1523.jpg,images/WV_ab 1405/thumb/1523.jpg,,C G Od  ,   , 
1524,1996,zT,G,Od,,,43x38,mittel,hoch,,,U,,,,,,H5,cf,,,,iBdK,,,,,,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1524.jpg,images/WV_ab 1405/thumb/1524.jpg,,zT G Od  ,   , 
1525,1996,zT,G,Od,,,47x36,mittel,hoch,,,U,,,,,,H4,b,,kre,,iBdK,,,,,,1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1525.jpg,images/WV_ab 1405/thumb/1525.jpg,,zT G Od  ,   , 
1526,1977,zT,OPa,T,,,59x52,mittel,hoch,,,Gs,A,,,,,H4,g,,,,iBdK,,,,,,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1526.jpg,images/WV_ab 1405/thumb/1526.jpg,,zT OPa T  ,A   , 
1527,1977,zT,G,C,,,58x71,mittel,breit,,,U,,,,,,H3,cf,,,,iBdK,,,,,,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1527.jpg,images/WV_ab 1405/thumb/1527.jpg,,zT G C  ,   , 
1528,1983,B,,,,,22x30,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1528.jpg,images/WV_ab 1405/thumb/1528.jpg,,B    ,A   , 
1529,1977,zT,G,Fa,,,59x55,mittel,hoch,,,U,,,,,,H3,cf,,,,iBdK,,,,,,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1529.jpg,images/WV_ab 1405/thumb/1529.jpg,,zT G Fa  ,   , 
1530,1977,zT,OPa,C,,,60x56,mittel,hoch,,,U,Sch,,,,,H3,cf,,,,iBdK,,,,,,1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1530.jpg,images/WV_ab 1405/thumb/1530.jpg,,zT OPa C  ,Sch   , 
1531,1977,OPa,,,,,44x55,mittel,breit,,,U,,,,,,H2,cf,,,,iBdK,,,,,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1531.jpg,images/WV_ab 1405/thumb/1531.jpg,,OPa    ,   , 
1532,1977,zT,R,G,,,18x24,klein,breit,,,U,,,,,,H2,v,,kre,,iBdK,,,,,,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_neu_20210219/1532.jpg,images/WV_neu_20210219/thumb/1532.jpg,,zT R G  ,   , 
1533,1977,zT,OPa,C,,,57x71,mittel,breit,,,U,,,,,,H3,cf,,,Grümpu,iBdK,,,,,,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1533.jpg,images/WV_ab 1405/thumb/1533.jpg,grumpu,zT OPa C  ,   , 
1534,1977,zT,OPa,B,,,47x64,mittel,breit,,,U,,,,,,H2,b,,,,iBdK,,,,,,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1534.jpg,images/WV_ab 1405/thumb/1534.jpg,,zT OPa B  ,   , 
1535,1977,zT,OPa,B,,,47x64,mittel,breit,,,U,,,,,,H2,b,,,möglichst,iBdK,,,,,,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1535.jpg,images/WV_ab 1405/thumb/1535.jpg,moglichst,zT OPa B  ,   , 
1536,1977,zT,OPa,B,,,47x64,mittel,breit,,,U,,,,,,H1,gr,,,,iBdK,,,,,,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1536.jpg,images/WV_ab 1405/thumb/1536.jpg,,zT OPa B  ,   , 
1537,1977,OPa,,,,,64x47,mittel,hoch,,,U,,,,,,H2,gr,,,,iBdK,,,,,Zk,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1537.jpg,images/WV_ab 1405/thumb/1537.jpg,,OPa    ,   , 
1538,1977,B,,,,,34x30,mittel,hoch,,Fro,U,,,,,,H4,bw,,,,iBdK,,,,,,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1538.jpg,images/WV_ab 1405/thumb/1538.jpg,,B    ,   , Fro
1539,1978,zT,R,Opl,,,46x39,mittel,hoch,,,U,,,,,,H2,cf,,,,iBdK,,,,,,1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1539.jpg,images/WV_ab 1405/thumb/1539.jpg,,zT R Opl  ,   , 
1540,1978,Mt,C,OPa,B,,39x38,mittel,hoch,,,U,,,,,,H3,m,,sko,,iBdK,,,,,,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1540.jpg,images/WV_ab 1405/thumb/1540.jpg,,Mt C OPa B ,   , 
1541,1978,zT,OPa,Opl,,,63x46,mittel,hoch,,,U,,,,,,H4,b,,sko,,iBdK,,,,,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1541.jpg,images/WV_ab 1405/thumb/1541.jpg,,zT OPa Opl  ,   , 
1542,1978,Mt,G,Kh,Con,,65x46,mittel,hoch,,,U,,,,,,H3,gr,,sko,,iBdK,,,,,,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1542.jpg,images/WV_ab 1405/thumb/1542.jpg,,Mt G Kh Con ,   , 
1543,1978,Mt,C,Opl,OPa,B,64x47,mittel,hoch,,,U,,,,,,H2,cf,,,,iBdK,,,,,,1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1543.jpg,images/WV_ab 1405/thumb/1543.jpg,,Mt C Opl OPa B,   , 
1544,1978,Mt,C,B,OPa,,65x47,mittel,hoch,,,UoG,,,,,,H2,cf,Kr7,waa,,iBdK,,,,,,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_ab 1405/1544.jpg,images/WV_ab 1405/thumb/1544.jpg,,Mt C B OPa ,   , 
